last_updated,latitude,longitude,last_updated_epoch,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,year,month,day,hour
2024-05-31,19.330078835657975,21.252653123104913,1716476012.7653122,0.6956103046725672,0.0036230167632014918,170.23438447543967,0.4967854749061856,0.003797426011172979,0.5898472791178326,37.03820497271074,27.065858095815646,0.30722597028502124,0.3119198473140442,13.844511825348695,22.28556701030928,527.5852634930261,60.69842328684051,10.185324439053971,6.788720436628259,17.821770770163734,33.466252274105514,1.391146149181322,1.8508186779866587,78.78077622801698,2024.0,5.0,23.091873862947242,14.54426925409339
2024-06-30,19.169584983640434,21.786945066299293,1718494071.0521784,0.7121017192258143,0.0037485459721598897,178.42104356810745,0.4884291838602875,0.00371327251331987,0.5794695353602092,37.46650594110556,28.225899776132252,0.30813888410539003,0.337101087010494,13.803358016187362,22.21732391940761,501.1493707594283,63.57935250559669,9.038798002410884,6.582004477354916,16.837368692956776,30.64417082831066,1.3580161873600827,1.7883588772171517,49.53607714826933,2024.0,6.0,15.456862407439298,14.418460478732564
2024-07-31,19.090607418025442,22.19584303888192,1721096303.1893926,0.7164613664353968,0.003507074509141429,183.50241892134025,0.4851220507818547,0.0038669060475748345,0.5857775469980143,39.18294212506719,28.421214836050886,0.3032823418742161,0.35246668418154053,12.959075434509945,20.85739114853969,446.38969682852536,65.60184554739294,8.044042286328615,4.098208206414621,15.947016663680344,28.087224511736245,1.3180433614047662,1.71295466762229,43.57086543630174,2024.0,7.0,15.605984590575165,13.647554201755957
2024-08-31,19.107315136476426,22.088583953680725,1723807546.3027296,0.7163250306247448,0.0034854876662182795,180.5940446650124,0.4886695647306848,0.003947821891370279,0.5886835131074761,38.76625310173697,28.323126550868484,0.3021153846153846,0.3528140175676293,12.67874276261373,20.407427626137302,438.9530686517783,67.02367245657568,8.0063523573201,5.857237386269644,14.332291149710503,24.084119106699752,1.3108354011579817,1.7204301075268817,45.56112489660877,2024.0,8.0,16.0,13.399669148056244
2024-09-30,19.064397199453552,22.14751024590164,1726440588.4733605,0.6952455990177768,0.0032558386914639924,169.8147199453552,0.49634716915238875,0.003956460739567809,0.6256952576112411,39.23497267759563,26.630891393442624,0.3074101349043716,0.3247573669918536,11.788780737704919,18.974658469945357,407.73213114754094,70.94764344262296,10.442419740437158,9.618836919398907,20.946277663934428,44.547415983606555,1.6188524590163935,2.3536543715846996,46.06352459016394,2024.0,9.0,15.504098360655737,12.670765027322405
2024-10-31,19.143867375415283,22.503691794019932,1729068206.2624586,0.6599415450607679,0.002918426616867953,168.5546511627907,0.5086203881797513,0.0029772522777609983,0.6599888128008677,41.13970099667774,23.341345514950167,0.30292099252491694,0.2107219289484948,10.276046511627907,16.53923588039867,485.79475315614616,55.824418604651164,17.562171760797344,12.398280897009966,24.815379900332225,49.07991744186047,1.7717607973421927,2.7056478405315616,44.74501661129568,2024.0,10.0,15.969435215946843,11.298006644518273
2024-11-30,19.152160030943786,22.633794928657384,1731711774.52295,0.6230957712335952,0.0028883201464089798,159.12858861956335,0.5151248415003467,0.0032139096613374592,0.6727589437012557,42.08956506790442,19.875004297747978,0.29524293020457276,0.15295658694475997,10.5543751074437,16.98672855423758,646.180668041946,53.08440777032835,21.80923929860753,14.7616982980918,31.344268179473957,56.53380539797146,1.966477565755544,3.294997421351212,47.26250644662197,2024.0,11.0,15.581743166580711,10.809695719443011
2024-12-31,19.107268717948717,22.08899076923077,1734345304.764268,0.6019227104731393,0.003198300666790306,163.33333333333334,0.5193853119150228,0.0026290353911321653,0.650824597829206,42.8044665012407,17.755318444995865,0.29249741521918937,0.15247098702471748,11.415599669148056,18.372787427626136,597.8526403639372,63.8974358974359,19.58369975186104,16.985613564929693,33.917588089330025,75.42154094292805,2.0097601323407774,3.45343258891646,46.49214226633581,2024.0,12.0,16.002481389578165,12.07808105872622
2025-01-31,19.181573555370523,22.693845362198164,1737027517.2189841,0.5973726535903624,0.0031778829170942494,164.46194837635304,0.5162439821452044,0.002968407009310423,0.6645465513432683,41.51856786011657,17.437468776019983,0.2890336178184846,0.1610099967818229,11.395736885928391,18.34083263946711,618.6335568692756,64.42398001665279,21.293782181515404,17.946165861781846,35.58917302248126,74.73364379683598,2.076602830974188,3.662614487926728,47.96602830974188,2025.0,1.0,16.052289758534556,12.056952539550375
2025-02-28,19.112285153958943,22.08053077346041,1739571105.6818182,0.5978163628939456,0.0032891930489933057,160.06396627565982,0.5246744978281477,0.0026071606599351285,0.6541347477407384,41.97947214076246,17.485300586510263,0.2915923982771261,0.18240963963801882,11.454802052785924,18.43608870967742,573.6459912023461,68.1774193548387,19.276438599706744,15.283800769794722,35.01808229472141,77.35286546920821,2.086326979472141,3.624816715542522,54.37408357771261,2025.0,2.0,14.498533724340176,11.972873900293255
